FIRE_NAME,YEAR,FIRE_SIZE,FORESTED_BURNED,SDC,CA,PLAND,PD,LPI,ED,LSI,AREA_MN,AREA_AM,AREA_CV,GYRATE_MN,GYRATE_AM,GYRATE_CV,SHAPE_MN,SHAPE_AM,SHAPE_CV,FRAC_MN,FRAC_AM,FRAC_CV,PARA_MN,PARA_AM,PARA_CV,CONTIG_MN,CONTIG_AM,CONTIG_CV,TCA,CPLAND,NDCA,DCAD,CORE_MN,CORE_AM,CORE_CV,DCORE_MN,DCORE_AM,DCORE_CV,CAI_MN,CAI_AM,CAI_CV,CLUMPY,PLADJ,IJI,COHESION,DIVISION,AI,NLSI,FIRE_TYPE1,FIRE_TYPE2,FED_LAND_1,FED_LAND_2,AGBUR1,AGBUR2,FOREST_NAME,Comment
NM3419810574419960312_PINATOSA,1996,1398.290893,1398.290893,0.0044,572.6761,40.9554,3.9334,15.9195,63.7748,9.3459,10.4123,174.9789,397.5554,77.7975,618.234,181.9402,1.3889,3.7348,49.9689,1.0625,1.1749,4.6371,677.7246,156.8789,49.5384,0.4413,0.8667,57.1345,38.0139,2.7186,6,0.4291,0.6912,14.5234,563.3389,6.3357,14.1445,111.0192,0.3202,6.6379,555.2105,0.8184,88.1442,23.2409,97.6313,0.9487,89.2768,0.1072,Wildfire,SUPPRESSION,National Forest FS, ,FS,FS,Cibola National Forest,
NM3576910637819960425_DOME,1996,6385.901296,6299.37,0.0057,1224.9,19.481,4.2623,7.3587,42.0776,18.9274,4.5705,215.689,679.6421,50.9212,631.6896,191.0026,1.3172,4.3868,47.2599,1.0523,1.1935,5.2305,871.0859,216.9483,41.3691,0.3077,0.8193,83.6254,27.36,0.4351,4,0.0636,0.1021,8.3058,1232.249,6.84,15.2828,111.1005,0.0337,2.2337,1159.0796,0.8069,83.7289,11.0945,96.6889,0.9933,84.4549,0.1555,Wildfire,SUPPRESSION,National Forest FS, ,FS,FS,Santa Fe National Forest,
NM3640310496719960506_UNNAMED,1996,801.8047114,673.11,0.0243,5.22,0.7764,0.7437,0.5087,3.7037,2.625,1.044,2.6069,122.3531,39.5186,77.3233,78.43,1.2442,1.5996,25.31,1.0504,1.0966,4.892,919.7661,482.7586,46.0648,0.2934,0.6006,101.4336,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738,63.7931,11.8588,79.4316,1,74,0.26,Wildfire,SUPPRESSION,NA, ,NA,OTHER,,not in any databases; assumed suppression since not on fed land
NM3664910559119960505_HONDO,1996,3334.825317,3306.96,0.0085,733.68,22.2029,8.5945,4.2897,66.5831,20.5304,2.5834,65.1027,491.9408,44.3549,348.5552,154.7411,1.3136,3.5245,45.0327,1.0516,1.1767,5.3688,914.691,303.8927,39.0799,0.2789,0.7481,90.9001,13.41,0.4058,3,0.0908,0.0472,2.4422,1501.9605,4.47,10.6121,117.2213,0.0372,1.8278,1379.0496,0.7182,77.208,18.164,94.101,0.9956,78.0748,0.2193,Wildfire,SUPPRESSION,National Forest FS, ,FS,FS,Carson National Forest,
NM3699810700819960610_ARCHULETA,1996,6317.063167,3454.11,0.0057,1086.75,31.4273,5.3789,22.5834,63.7742,17.6182,5.8427,565.0873,978.3462,50.2244,1103.0642,230.9073,1.3349,8.0014,60.1312,1.0523,1.2497,5.2858,860.1037,213.9959,40.762,0.3134,0.8226,80.2789,21.15,0.6116,10,0.2892,0.1137,15.1982,1360.1471,2.115,14.1124,238.1706,0.0146,1.9462,1360.1471,0.7772,83.9503,10.0671,98.5076,0.9486,84.7221,0.1528,Wildfire,SUPPRESSION,Indian Reservations BIA, ,BIA,OTHER,Jicarilla Apache Indian Reservation,
NM3150410904019970703_MAVERICK,1997,915.8422938,881.7983065,0.0108,140.4068,15.9121,6.7997,5.1963,51.5454,9.7632,2.3401,26.0278,318.1581,43.8393,223.9545,137.0369,1.3125,2.9149,43.6606,1.0494,1.168,5.512,912.1768,331.5338,36.8891,0.2518,0.7162,100.1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7149,74.0014,11.7624,92.2427,0.9953,76.0259,0.2397,Wildfire,SUPPRESSION,National Forest FS, ,FS,FS,Coronado National Forest,
NM3312210797419970421_ROCKY,1997,1693.217643,1693.217643,0.0054,120.2663,7.1028,2.5395,4.6945,15.4963,5.9444,2.7969,53.9691,427.7393,44.6368,321.8789,150.8972,1.2034,1.9145,24.198,1.0482,1.1019,3.9394,801.5679,218.1709,41.2279,0.3433,0.8151,71.4043,3.4764,0.2053,3,0.1772,0.0808,2.2977,648.0741,1.1588,3.1159,129.9548,0.1017,2.8906,648.0741,0.846,83.2813,19.9243,92.1502,0.9977,85.6913,0.1431,Wildfire,SUPPRESSION,National Forest FS, ,FS,FS,Gila National Forest,
NM3333210847419970427_LILLY,1997,7486.194397,7067.316146,0.0116,277.7231,3.9255,3.0955,0.7349,14.0309,16.9167,1.2681,13.2881,307.8707,39.0838,141.5038,100.8376,1.2403,1.7598,28.9512,1.0478,1.1007,4.5802,835.3133,406.738,40.8357,0.3184,0.6551,78.7141,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6863,68.565,16.1875,82.9674,0.9999,69.8633,0.3014,Wildfire,SUPPRESSION,National Forest FS,Gila Wilderness,FS,FS,Gila National Forest,
NM3347910866619980928_BS,1998,1809.554808,1641.871859,0.0041,762.0574,46.4354,3.1076,17.9992,44.412,8.5667,14.9423,187.3035,339.6338,92.0754,684.225,196.6757,1.3415,3.2295,48.3699,1.0479,1.1603,4.81,759.2362,124.5617,54.0381,0.3769,0.8925,83.2921,103.1676,6.2864,6,0.3656,2.0229,35.0906,536.4588,17.1946,47.3421,132.4125,0.8635,13.538,454.7935,0.8402,90.4152,21.1764,97.7939,0.947,91.4383,0.0856,Wildfire,SUPPRESSION,National Forest FS, ,FS,FS,Gila National Forest,
NM3387810848419981002_WAGONTONGUE,1998,584.2932558,584.2932558,0.0104,24.5288,4.198,3.4229,2.0907,15.3016,4.4688,1.2264,7.2468,221.558,35.429,110.6367,100.8384,1.1542,1.4889,21.233,1.0368,1.0755,3.5494,822.5023,364.4946,40.1643,0.3178,0.6833,76.2885,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7535,71.5139,14.8391,82.4663,0.9995,76.383,0.2362,Wildfire,SUPPRESSION,National Forest FS, ,FS,FS,Gila National Forest,
NM3602110631719980627_OSO,1998,2144.553093,2127.69,0.0054,522.63,24.6132,4.2856,7.2437,49.266,11.5752,5.7432,75.7702,349.1857,62.2795,380.6602,163.0792,1.3533,2.8325,46.36,1.0524,1.155,5.3161,811.3687,203.3178,48.2656,0.3552,0.831,79.8222,21.42,1.0088,3,0.1413,0.2354,5.8945,813.047,7.14,8.7285,47.1675,0.1701,4.0985,753.54,0.8127,84.7512,18.4513,95.2969,0.9912,85.8826,0.1412,Wildfire,SUPPRESSION,National Forest FS, ,FS,FS,Santa Fe National Forest,
NM3668210506219980510_BEARD,1998,1841.485308,1841.94,0.0107,96.21,5.2261,3.0419,1.2515,18.5937,8.6515,1.718,9.8179,217.1317,41.116,129.0023,106.0579,1.2531,1.9103,32.4181,1.0456,1.1137,4.679,876.674,356.096,43.253,0.3043,0.7035,90.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7428,73.2928,20.8623,86.9539,0.9997,75.6274,0.2437,Wildfire,SUPPRESSION,National Forest FS, ,FS,FS,Carson National Forest,
AZ3390210996619990611_RAINBOW,1999,1716.355288,1665.12372,0.0035,1055.82,63.3298,1.7994,62.3094,68.6628,9.8269,35.194,1022.1019,529.5464,78.2975,1476.3973,338.2242,1.4451,8.979,100.5944,1.0436,1.2708,6.2421,980.1002,121.0666,37.2239,0.2148,0.8958,124.5462,76.7496,4.6036,15,0.8997,2.5583,75.5129,538.5165,5.1166,32.4895,231.2956,0.2463,7.2692,538.5165,0.7659,90.5362,6.0848,99.714,0.6117,91.4165,0.1401,Wildfire,SUPPRESSION,Indian Reservations BIA,,BIA,OTHER,Fort Apache Indian Reservation,
AZ3471211113019990617_TURKEY,1999,906.7874912,905.0225502,0.0075,248.2684,27.4085,9.6047,13.3903,82.2754,11.9109,2.8537,68.7813,480.6541,44.983,352.09,158.1803,1.3427,3.7912,49.4866,1.0534,1.1925,5.8129,911.2041,303.4611,36.7733,0.2561,0.7434,96.0418,1.3727,0.1515,1,0.1104,0.0158,0.6706,927.3618,1.3727,1.3727,0,0.013,0.5529,927.3618,0.6941,76.2441,39.0649,94.8024,0.9792,77.7957,0.222,Wildfire,SUPPRESSION,National Forest FS, ,FS,FS,Coconino National Forest,
AZ3662411371319990528_JUMPSPRING,1999,7941.680873,3624.781564,0.0201,59.6347,1.6433,2.673,0.3047,9.2475,11.62,0.6148,4.1125,238.5204,28.0049,90.3083,97.2227,1.1826,2.0692,35.1504,1.0364,1.1215,4.8677,980.7553,612.2633,29.2906,0.1996,0.4865,102.8808,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5338,51.904,25.7245,77.9981,1,54.1451,0.4585,Wildfire,SUPPRESSION,National Monument BLM, ,BLM,OTHER,Grand Canyon-Parashant National Monument,
NM3135810874619990507_GARCIA,1999,9100.672555,2042.872452,0.0141,16.9779,0.8312,1.6155,0.3505,4.509,6.1154,0.5145,3.4367,238.3274,26.073,73.8806,81.5911,1.1551,1.5377,23.4951,1.0387,1.085,4.6395,1018.4711,599.0057,26.0837,0.1614,0.494,117.6958,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5617,52.1084,21.6172,70.4946,1,56.5359,0.4346,Wildfire,SUPPRESSION,Public Domain Land BLM,,BLM,OTHER,Las Cruces District,
NM3314910571319990513_TELEPHONE,1999,863.022555,856.5052565,0.0056,332.4767,38.8178,2.8021,27.79,64.0498,7.6555,13.8532,181.9114,348.3011,88.1554,641.9681,185.6408,1.4942,4.5979,62.5638,1.0638,1.2056,5.6743,766.7809,168.4211,51.3084,0.3724,0.8546,80.1718,12.1845,1.4226,1,0.1168,0.5077,8.723,479.5832,12.1845,12.1845,0,0.2133,3.6648,479.5832,0.813,87.0597,16.1834,98.2393,0.9176,88.5566,0.1144,Wildfire,SUPPRESSION,Indian Reservations BIA, ,BIA,OTHER,Mescalero Apache Indian Reservation,
NM3361910489619990821_CORN,1999,817.0122612,417.33,0.0156,4.05,0.9755,1.4452,0.672,4.7691,2.3571,0.675,2.03,141.683,27.5121,57.145,76.2269,1.0556,1.2296,11.7688,1.0239,1.0532,2.335,853.644,488.8889,37.7384,0.3044,0.5926,78.0056,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7475,63.3333,16.831,73.2884,1,75,0.25,Wildfire,SUPPRESSION,Public Domain Land BLM,,BLM,OTHER,,
NM3529410764819990603_LA_JARA,1999,1313.955168,1312.669318,0.0069,240.8214,18.3472,3.0474,11.9586,42.3684,9.1553,6.0205,109.6136,414.8086,67.8127,575.6592,194.6125,1.4673,4.2559,57.853,1.0661,1.2053,5.8914,839.7925,237.3438,43.2907,0.3313,0.8028,78.375,0.2755,0.021,2,0.1524,0.0069,0.1796,624.4998,0.1378,0.1531,33.3333,0.0044,0.1144,624.4998,0.7999,82.0175,24.5071,96.6144,0.9847,83.6608,0.1634,Wildfire,SUPPRESSION,National Forest FS, ,FS,FS,Cibola National Forest,
NM3583210676519991013_STABLE,1999,643.1448163,643.1448163,0.008,82.2427,12.7876,5.442,8.0311,37.8518,6.7049,2.3498,33.4347,363.714,44.3477,253.4061,135.0303,1.273,2.621,34.0513,1.05,1.1443,4.4117,811.7025,299.6682,42.0762,0.3452,0.7517,73.2875,0.9985,0.1553,1,0.1555,0.0285,0.6271,583.0952,0.9985,0.9985,0,0.0552,1.2141,583.0952,0.7721,77.4283,33.5229,92.5932,0.9934,80.1256,0.1987,Wildfire,SUPPRESSION,National Recreation Area FS, ,FS,FS,Jemez National Recreation Area,
NM3666210705819991012_UNNAMED,1999,1154.435608,1053.27,0.0228,48.15,4.5915,10.1079,0.5235,30.1808,11.6383,0.4542,1.8049,172.4342,26.1835,55.8012,73.5878,1.1695,1.5043,27.2462,1.0375,1.0843,4.7157,1041.3108,681.6199,29.4962,0.1893,0.448,108.5445,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4877,48.8785,46.4664,67.9801,0.9999,51.1241,0.4888,Wildfire,SUPPRESSION,NA, ,NA,OTHER, ,not in any databases; assumed suppression since not on fed land
AZ3327811084420000730_PEAK,2000,960.7113357,475.3974744,0.0038,204.6114,43.2186,9.9275,31.5844,65.5227,6.2609,4.3534,112.8147,499.1387,47.4073,427.7149,174.806,1.2482,2.5717,37.3112,1.0446,1.1372,5.0105,891.0853,176.4163,38.0784,0.262,0.8476,95.9348,34.4619,7.2791,2,0.4224,0.7332,25.0065,672.3351,17.2309,33.8778,98.2906,0.5107,16.8426,645.7448,0.7909,86.1804,13.3027,96.0923,0.897,88.1256,0.1187,Wildfire,SUPPRESSION,National Forest FS, ,FS,FS,Tonto National Forest,
AZ3380611090120000426_COON_CREEK,2000,3733.104211,2608.788184,0.0039,988.5739,37.9124,5.2924,9.097,60.7977,13.0743,7.1636,151.4823,448.8449,60.0428,517.8769,188.014,1.3355,3.1845,47.7429,1.0508,1.1623,5.4465,844.3006,166.9703,42.494,0.3026,0.856,89.4385,110.3515,4.2321,8,0.3068,0.7996,23.1243,750.9084,13.7939,40.8742,140.1143,0.3948,11.1627,764.6429,0.804,86.9554,13.4503,96.5307,0.978,87.8318,0.1217,Wildfire,SUPPRESSION,National Forest FS, ,FS,FS,Tonto National Forest,
AZ3404811034520000722_RIDGE,2000,2903.001715,2828.788853,0.004,1754.9036,62.012,2.4029,56.2968,77.7955,14.0888,25.8074,1452.3308,743.4766,75.3116,2500.3016,436.4057,1.3243,11.3818,105.312,1.0349,1.2889,5.0699,887.58,134.6398,37.9953,0.2467,0.8801,104.6939,73.3743,2.5928,20,0.7067,1.079,66.6119,818.5353,3.6687,15.3158,178.1767,0.0677,4.1811,818.5353,0.7314,89.1023,15.2741,99.651,0.6818,89.7968,0.1579,Wildfire,SUPPRESSION,Indian Reservations BIA, ,BIA,OTHER,Fort Apache Indian Reservation,
AZ3541411185420000525_PUMPKIN,2000,6510.62861,6431.26154,0.0033,1727.4982,26.8601,3.7161,12.162,39.4721,15.2509,7.228,565.7502,879.0435,49.4089,1047.4462,240.0399,1.2841,4.9995,43.3429,1.0488,1.2007,4.9612,847.6253,147.0264,41.6527,0.3042,0.8736,86.2048,325.5412,5.0617,11,0.171,1.3621,129.2685,1091.0547,29.5947,109.824,164.6493,0.202,18.8447,1109.4198,0.8524,88.5367,18.4818,98.1017,0.9764,89.2072,0.1079,Wildfire,SUPPRESSION,National Forest FS, ,FS,FS,Coconino National Forest,
AZ3628811200020000510_OUTLET,2000,5799.174295,5598.122631,0.0026,1739.4921,31.0493,4.98,18.5078,47.5902,16.1933,6.2347,653.6187,1018.9945,53.2762,1172.7374,226.0045,1.3148,4.1555,40.2282,1.0547,1.1791,4.9514,824.3249,155.4863,43.7362,0.3271,0.8675,81.6586,348.2261,6.2157,9,0.1606,1.2481,206.33,1654.4157,38.6918,163.1025,179.3162,0.1235,20.0188,1613.1744,0.8346,87.9322,18.4248,97.5176,0.9638,88.5924,0.1141,Wildfire,SUPPRESSION,National Park NPS, ,NPS,OTHER,Grand Canyon National Parl,
AZ3640911368420000725_RATTLESNAK,2000,681.2297671,679.5433093,0.0025,450.6811,66.3212,1.4716,64.1898,65.1676,5.2296,45.0681,422.4181,289.3593,129.2635,883.7779,204.1086,1.6271,4.4541,69.8348,1.0655,1.1964,6.6968,749.4402,98.6799,48.2083,0.3638,0.9139,79.2752,46.2288,6.8029,4,0.5886,4.6229,44.7431,300,11.5572,42.0056,162.3141,1.0598,10.2575,300,0.8106,92.2298,24.4382,99.4637,0.5877,93.6208,0.1197,Wildfire,SUPPRESSION,National Monument BLM, ,BLM,OTHER,Grand Canyon-Parashant National Monument,
AZ3696611276320000721_MOCCASIN,2000,718.9789289,709.3179673,0.0045,510.7089,72.0827,2.5406,69.7144,104.2874,8.4296,28.3727,477.9339,398.0558,92.0929,1055.141,264.405,1.6334,7.4403,92.328,1.0641,1.2599,7.1245,953.0747,149.4855,36.9282,0.2319,0.872,115.047,22.9829,3.2439,7,0.988,1.2768,22.2278,412.3106,3.2833,10.9452,152.7619,0.2585,4.5002,412.3106,0.6184,88.0824,22.1148,99.599,0.5138,89.3456,0.2554,Wildfire,SUPPRESSION,Indian Reservations BIA, ,BIA,OTHER,Kaibab Indian Reservation,
NM3222910476320000429_POLK_TANK,2000,778.9192658,682.83,0.02,49.5,7.2492,6.5902,1.6871,33.1268,8.7234,1.1,5.6075,202.4282,36.9707,116.3248,108.8572,1.273,2.2058,40.7293,1.0461,1.1376,5.5176,948.4279,496.9697,36.9713,0.2535,0.5948,98.4601,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6283,62.7273,13.7553,84.625,0.9994,65.5271,0.3447,Wildfire,SUPPRESSION,National Forest FS, ,FS,FS,Lincoln National Forest,
NM3276410560520000511_SCOTTABLE,2000,6074.569861,6000.461163,0.0047,1929.3648,32.1468,3.2657,16.0148,49.2785,17.0355,9.8437,617.6858,785.8077,66.4349,1633.0075,313.2076,1.3305,6.4798,60.2908,1.0489,1.2295,5.2639,857.4137,155.6082,41.582,0.2938,0.8653,90.7006,98.6163,1.6431,18,0.2999,0.5031,39.3424,986.3634,5.4787,13.658,122.1856,0.0975,5.1113,756.939,0.8302,87.8441,16.7929,98.5309,0.9669,88.4755,0.1152,Wildfire,SUPPRESSION,National Forest FS, ,FS,FS,Lincoln National Forest,
NM3315210833420000719_BLOODGOOD,2000,7147.485126,6560.543455,0.0117,271.9522,4.1466,2.7751,0.4662,13.6979,15.7736,1.4942,11.4036,257.5202,40.5686,141.1447,105.6851,1.2648,1.9675,31.7303,1.05,1.1155,4.8132,864.1785,383.6935,40.2092,0.2918,0.6722,87.8858,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7019,70.068,15.8573,85.5567,0.9999,71.4234,0.2858,Wildfire,SUPPRESSION,National Forest FS,Gila Wilderness,FS,FS,Gila National Forest,
NM3338410559720000507_CREE,2000,2282.189467,2282.189467,0.0079,453.6818,19.8792,6.3535,6.2317,56.3756,15.1761,3.1288,56.3493,412.4277,50.3683,301.1453,142.7942,1.3443,3.1203,44.4454,1.0559,1.1679,5.4234,878.0787,285.1121,41.9032,0.305,0.764,86.0922,0,0,0,0,0,0,0,0,0,0,0,0,0,0.747,78.6083,10.9776,93.8278,0.9951,79.7322,0.2027,Wildfire,SUPPRESSION,National Forest FS, ,FS,FS,Lincoln National Forest,
NM3359010891620000614_SALIZ,2000,498.5713801,242.3624138,0.0155,27.3111,11.2999,7.4474,4.1881,32.4754,5.5882,1.5173,6.2117,175.8974,47.5469,122.0923,98.9776,1.3272,2.0018,35.8328,1.0565,1.1279,5.5871,863.4511,429.9627,42.0008,0.2963,0.634,88.6166,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6731,66.7832,30.8456,85.751,0.9971,71.0037,0.29,Wildfire,SUPPRESSION,National Forest FS, ,FS,FS,Gila National Forest,
NM3368610809320000605_CHANCE,2000,13378.41074,8786.045283,0.0184,64.55,0.7349,1.7418,0.1532,4.725,13.6415,0.4219,3.7035,278.8948,24.6261,76.1957,88.5618,1.1386,1.7325,25.4316,1.0331,1.0974,4.2822,1043.9288,687.1604,26.1372,0.1686,0.4354,109.249,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4883,47.3032,16.2671,70.7594,1,49.2039,0.508,Wildfire,SUPPRESSION,Public Domain Land BLM, ,BLM,OTHER,,
NM3546410386120000519_SINGLETON,2000,551.8613225,521.82,0.0169,67.32,12.8766,11.6677,4.493,61.5137,10.1091,1.1036,10.974,299.061,34.6362,149.8284,120.0957,1.2675,2.6976,43.1031,1.0487,1.1608,5.5056,952.8441,495.5437,32.6344,0.2476,0.5956,87.2598,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6009,62.8342,19.5829,87.8045,0.9973,65.2325,0.3477,Wildfire,SUPPRESSION,NA, ,NA,OTHER, ,
NM3570310559420000529_VIVEASH,2000,9092.758147,8839.53,0.0028,5880.15,66.4534,1.5031,50.2528,61.2848,18.0996,44.2117,3447.748,877.3983,101.2578,3161.4502,357.8739,1.4406,11.1869,84.798,1.0549,1.2665,5.4261,793.5843,94.5588,49.9534,0.3677,0.921,79.5243,1041.48,11.7701,58,0.6555,7.8307,654.7005,944.3816,17.9566,145.5218,266.5353,0.5596,17.7118,576.9062,0.7995,92.9081,26.6204,99.6849,0.7411,93.2736,0.1295,Wildfire,SUPPRESSION,National Forest FS, ,FS,FS,Santa Fe National Forest,
NM3590710632420000505_CERRO_GRANDE,2000,17918.57105,17259.39,0.0029,6558.57,38.0204,4.0579,20.3717,52.4918,28.6926,9.3694,2067.2781,1482.0317,55.0556,2217.0325,290.7583,1.3169,8.2543,53.1979,1.0523,1.2401,4.9793,836.2458,141.7443,43.1545,0.3327,0.8816,78.1662,1204.38,6.9819,47,0.2725,1.7205,563.8453,2237.094,25.6251,585.3396,467.3588,0.1049,18.3635,1346.917,0.8338,89.3692,14.5822,98.9421,0.9544,89.7015,0.103,Wildfire,SUPPRESSION,National Forest FS, ,FS,FS,Santa Fe National Forest,
NM3673910498020000430_HIGHLAND,2000,994.3419779,991.98,0.0144,19.89,2.0076,3.3309,0.9175,10.5075,6.1,0.6027,4.7032,260.8298,26.8935,102.2999,108.9979,1.1337,1.7866,25.3328,1.0316,1.104,4.0548,1012.5492,552.0362,31.2379,0.2086,0.5505,103.0202,0,0,0,0,0,0,0,0,0,0,0,0,0,0.621,58.5973,31.2104,78.5654,0.9999,62.8641,0.3714,Wildfire,SUPPRESSION,NA,,NA,OTHER,,
AZ3431311178520010702_PINE,2001,3103.041173,3062.756008,0.0061,929.2182,30.3412,3.2652,27.9934,60.2155,15.1795,9.2922,791.2512,917.346,45.7128,1372.9779,320.3596,1.3132,11.6325,88.6492,1.0455,1.2994,5.3366,922.3684,199.947,35.2259,0.2455,0.8282,96.4636,3.6444,0.119,4,0.1306,0.0364,3.3624,994.9874,0.9111,2.5955,135.9704,0.0043,0.3922,994.9874,0.7874,84.3121,9.8492,99.2176,0.9216,85.1925,0.1481,Wildfire,SUPPRESSION,National Forest FS, ,FS,FS,Prescott National Forest,
NM3151210879620010504_ANIMAS,2001,2651.019426,1383.59978,0.0089,21.6081,1.5531,0.4313,1.393,4.3854,3.3,3.6014,17.462,196.1816,61.5434,207.1088,121.39,1.4394,2.3967,35.7239,1.0689,1.1476,5.1291,885.0448,285.2358,47.4022,0.3042,0.7564,98.1766,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8315,77.8027,25.0952,91.7451,0.9998,83.4135,0.1659,Wildfire,SUPPRESSION,NA,,BLM,OTHER, ,
NM3420410576620010421_PINATOSA,2001,930.9731647,930.9731647,0.0026,687.3404,73.8303,1.826,73.3987,67.4178,6.1552,40.4318,679.3302,397.5158,91.941,1235.8905,313.0698,1.3624,5.8,83.8471,1.0357,1.2236,6.1418,992.4785,94.1722,37.7294,0.2251,0.9212,112.9846,96.613,10.3776,8,0.8593,5.6831,96.0482,400,12.0766,40.8355,154.3167,0.8317,14.0561,400,0.7696,92.8856,27.6296,99.7685,0.4613,93.9718,0.16,Wildfire,SUPPRESSION,National Forest FS, ,FS,FS,Cibola National Forest,
NM3423610617320010715_UNNAMED,2001,440.4210104,387.8051397,0.0107,188.3522,48.5688,9.283,17.8031,135.7977,10.6957,5.232,36.8216,245.7186,69.4317,275.3906,127.7761,1.6007,3.8917,61.3874,1.076,1.199,6.5259,724.583,313.8908,50.1865,0.4226,0.7432,62.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5751,76.4255,33.8796,95.4897,0.9539,78.148,0.2185,Wildfire,SUPPRESSION,NA, ,NA,OTHER,,not in any databases; assumed suppression since not on fed land
NM3694810496220010429_YORK,2001,1314.697518,1277.37,0.0104,111.6,8.7757,3.9317,2.4982,28.167,8.4085,2.232,15.6988,245.6317,49.7227,185.7976,115.2325,1.3031,2.0751,29.2993,1.0567,1.1202,4.2523,784.4448,320.9677,47.8975,0.3761,0.7333,72.0609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7606,75.9274,14.3639,89.4361,0.9989,78.1652,0.2183,Wildfire,SUPPRESSION,NA, ,NA,OTHER, ,
AZ3134611106720020612_WALKER,2002,7056.634341,4058.211333,0.0249,7.1559,0.1759,0.3933,0.0276,1.2026,4.5882,0.4472,0.6864,73.1228,26.5043,34.5757,48.9935,1.1235,1.1918,19.2518,1.0377,1.0515,3.9387,841.7892,697.0173,27.5356,0.2729,0.3929,65.3661,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5032,44.2857,11.0203,56.7813,1,50.4065,0.4959,Wildfire,SUPPRESSION,National Forest FS, ,FS,FS,Coronado National Forest,
AZ3140411031420020228_OVERSITE,2002,858.5707041,858.5707041,0.0123,51.2698,5.9715,5.4742,2.222,25.3326,7.5,1.0908,8.8993,267.5469,33.7077,120.1992,101.5328,1.2002,1.8376,28.963,1.0446,1.1058,4.4521,903.8706,424.2222,36.0946,0.2581,0.6373,92.6236,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6775,66.5698,19.6668,83.1659,0.9994,69.6755,0.3032,Wildfire,SUPPRESSION,National Forest FS,Miller Peak Wilderness,FS,FS,Coronado National Forest,
AZ3182410912620020628_DARNELL,2002,2510.900254,1504.282095,0.0281,11.0922,0.7426,1.9415,0.1127,5.2672,5.9545,0.3825,0.7976,104.1777,25.5491,39.1767,54.1893,1.1627,1.2962,18.7019,1.0396,1.0643,4.1494,1005.2091,743.3327,28.425,0.1871,0.3765,104.7279,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4564,41.5179,30.4312,57.1789,1,46.0396,0.5396,Wildfire,SUPPRESSION,National Forest FS,,FS,FS,Coronado National Forest,
AZ3242411066920020520_BULLOCK,2002,12857.90792,10642.77556,0.0086,1427.734,13.4124,6.2284,2.8457,43.148,30.6639,2.1534,92.7523,648.6261,42.1064,420.2597,159.8174,1.2789,3.6372,42.199,1.05,1.1758,5.1009,865.6543,325.4445,38.2347,0.2853,0.72,85.3708,22.435,0.2108,2,0.0188,0.0338,4.7182,2527.9361,11.2175,21.6582,96.4758,0.0114,1.5714,2485.5364,0.7118,74.422,7.7744,93.3494,0.9988,75.048,0.2495,Wildfire,SUPPRESSION,National Forest FS, ,FS,FS,Coronado National Forest,
AZ3257511075620020712_ORACLE_HILL,2002,983.2881873,939.8101426,0.0244,19.8268,2.1115,5.6443,0.3966,15.2371,7.8966,0.3741,1.3237,159.3246,22.8671,46.1922,65.9687,1.1102,1.4244,21.5561,1.0308,1.0771,4.1058,1004.2704,732.8349,24.4221,0.1689,0.3807,101.4468,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4402,41.8782,4.6184,62.0415,1,45.2055,0.5479,Wildfire,SUPPRESSION,National Forest FS, ,FS,FS,Coronado National Forest,
AZ3423311046320020618_RODEO,2002,186868.5774,180758.7022,0.0056,59952.1526,33.1648,5.554,1.3857,69.4385,131.3872,5.9713,779.7897,1138.3714,48.5689,1307.671,260.0586,1.3185,9.0725,66.3347,1.0487,1.2573,5.4304,899.7878,214.7548,37.4784,0.263,0.816,94.2041,1646.1916,0.9107,307,0.1698,0.164,35.1688,2522.8007,5.3622,29.8789,213.8257,0.0255,2.7458,1732.4163,0.7501,83.1913,6.0009,98.2273,0.9986,83.2979,0.167,Wildfire,SUPPRESSION,Indian Reservations BIA, ,BIA,OTHER,Apache National Forest/Fort Apache Indian Reservation,
